
PING github.com (20.207.73.82) 56(84) bytes of data.
64 bytes from 20.207.73.82: icmp_seq=387 ttl=113 time=13.7 ms
64 bytes from 20.207.73.82: icmp_seq=388 ttl=113 time=13.4 ms
64 bytes from 20.207.73.82: icmp_seq=389 ttl=113 time=9.48 ms
64 bytes from 20.207.73.82: icmp_seq=390 ttl=113 time=8.32 ms
64 bytes from 20.207.73.82: icmp_seq=391 ttl=113 time=8.67 ms
64 bytes from 20.207.73.82: icmp_seq=392 ttl=113 time=8.63 ms
64 bytes from 20.207.73.82: icmp_seq=393 ttl=113 time=9.34 ms
64 bytes from 20.207.73.82: icmp_seq=394 ttl=113 time=8.62 ms
64 bytes from 20.207.73.82: icmp_seq=395 ttl=113 time=9.86 ms
64 bytes from 20.207.73.82: icmp_seq=396 ttl=113 time=9.69 ms
64 bytes from 20.207.73.82: icmp_seq=397 ttl=113 time=13.9 ms
64 bytes from 20.207.73.82: icmp_seq=398 ttl=113 time=9.28 ms
64 bytes from 20.207.73.82: icmp_seq=400 ttl=113 time=9.14 ms
64 bytes from 20.207.73.82: icmp_seq=401 ttl=113 time=17.2 ms
64 bytes from 20.207.73.82: icmp_seq=402 ttl=113 time=65.2 ms
64 bytes from 20.207.73.82: icmp_seq=403 ttl=113 time=30.4 ms
64 bytes from 20.207.73.82: icmp_seq=404 ttl=113 time=9.07 ms
64 bytes from 20.207.73.82: icmp_seq=405 ttl=113 time=8.06 ms
64 bytes from 20.207.73.82: icmp_seq=406 ttl=113 time=8.45 ms
64 bytes from 20.207.73.82: icmp_seq=407 ttl=113 time=8.81 ms
64 bytes from 20.207.73.82: icmp_seq=408 ttl=113 time=8.93 ms
64 bytes from 20.207.73.82: icmp_seq=409 ttl=113 time=7.93 ms
64 bytes from 20.207.73.82: icmp_seq=410 ttl=113 time=8.66 ms
64 bytes from 20.207.73.82: icmp_seq=411 ttl=113 time=17.9 ms
64 bytes from 20.207.73.82: icmp_seq=413 ttl=113 time=33.1 ms
64 bytes from 20.207.73.82: icmp_seq=414 ttl=113 time=9.14 ms
64 bytes from 20.207.73.82: icmp_seq=415 ttl=113 time=8.82 ms
64 bytes from 20.207.73.82: icmp_seq=416 ttl=113 time=8.37 ms
64 bytes from 20.207.73.82: icmp_seq=417 ttl=113 time=9.13 ms
64 bytes from 20.207.73.82: icmp_seq=419 ttl=113 time=9.02 ms
64 bytes from 20.207.73.82: icmp_seq=420 ttl=113 time=8.90 ms
64 bytes from 20.207.73.82: icmp_seq=421 ttl=113 time=30.1 ms
64 bytes from 20.207.73.82: icmp_seq=422 ttl=113 time=8.35 ms
64 bytes from 20.207.73.82: icmp_seq=423 ttl=113 time=7.81 ms
64 bytes from 20.207.73.82: icmp_seq=424 ttl=113 time=8.50 ms
64 bytes from 20.207.73.82: icmp_seq=425 ttl=113 time=9.03 ms
64 bytes from 20.207.73.82: icmp_seq=426 ttl=113 time=8.79 ms
64 bytes from 20.207.73.82: icmp_seq=427 ttl=113 time=19.7 ms
64 bytes from 20.207.73.82: icmp_seq=428 ttl=113 time=8.81 ms
64 bytes from 20.207.73.82: icmp_seq=429 ttl=113 time=8.41 ms
64 bytes from 20.207.73.82: icmp_seq=430 ttl=113 time=9.03 ms
64 bytes from 20.207.73.82: icmp_seq=431 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=432 ttl=113 time=8.56 ms
64 bytes from 20.207.73.82: icmp_seq=433 ttl=113 time=8.79 ms
64 bytes from 20.207.73.82: icmp_seq=434 ttl=113 time=8.80 ms
64 bytes from 20.207.73.82: icmp_seq=435 ttl=113 time=8.47 ms
64 bytes from 20.207.73.82: icmp_seq=436 ttl=113 time=14.7 ms
64 bytes from 20.207.73.82: icmp_seq=437 ttl=113 time=8.54 ms
64 bytes from 20.207.73.82: icmp_seq=438 ttl=113 time=8.08 ms
64 bytes from 20.207.73.82: icmp_seq=439 ttl=113 time=8.90 ms
64 bytes from 20.207.73.82: icmp_seq=440 ttl=113 time=8.52 ms
64 bytes from 20.207.73.82: icmp_seq=441 ttl=113 time=8.58 ms
64 bytes from 20.207.73.82: icmp_seq=442 ttl=113 time=9.90 ms
64 bytes from 20.207.73.82: icmp_seq=443 ttl=113 time=8.30 ms
64 bytes from 20.207.73.82: icmp_seq=444 ttl=113 time=9.15 ms
64 bytes from 20.207.73.82: icmp_seq=445 ttl=113 time=7.93 ms
64 bytes from 20.207.73.82: icmp_seq=446 ttl=113 time=69.9 ms
64 bytes from 20.207.73.82: icmp_seq=447 ttl=113 time=60.7 ms
64 bytes from 20.207.73.82: icmp_seq=448 ttl=113 time=57.0 ms
64 bytes from 20.207.73.82: icmp_seq=449 ttl=113 time=44.2 ms
64 bytes from 20.207.73.82: icmp_seq=450 ttl=113 time=54.2 ms
64 bytes from 20.207.73.82: icmp_seq=451 ttl=113 time=56.6 ms
64 bytes from 20.207.73.82: icmp_seq=452 ttl=113 time=62.2 ms
64 bytes from 20.207.73.82: icmp_seq=453 ttl=113 time=71.4 ms
64 bytes from 20.207.73.82: icmp_seq=454 ttl=113 time=77.3 ms
64 bytes from 20.207.73.82: icmp_seq=455 ttl=113 time=84.1 ms
64 bytes from 20.207.73.82: icmp_seq=456 ttl=113 time=93.2 ms
64 bytes from 20.207.73.82: icmp_seq=457 ttl=113 time=102 ms
64 bytes from 20.207.73.82: icmp_seq=458 ttl=113 time=91.2 ms
64 bytes from 20.207.73.82: icmp_seq=459 ttl=113 time=94.4 ms
64 bytes from 20.207.73.82: icmp_seq=460 ttl=113 time=83.0 ms
64 bytes from 20.207.73.82: icmp_seq=461 ttl=113 time=70.5 ms
64 bytes from 20.207.73.82: icmp_seq=462 ttl=113 time=68.2 ms
64 bytes from 20.207.73.82: icmp_seq=463 ttl=113 time=20.0 ms
64 bytes from 20.207.73.82: icmp_seq=464 ttl=113 time=13.6 ms
64 bytes from 20.207.73.82: icmp_seq=465 ttl=113 time=11.2 ms
64 bytes from 20.207.73.82: icmp_seq=466 ttl=113 time=8.83 ms
64 bytes from 20.207.73.82: icmp_seq=467 ttl=113 time=8.82 ms
64 bytes from 20.207.73.82: icmp_seq=468 ttl=113 time=8.77 ms
64 bytes from 20.207.73.82: icmp_seq=469 ttl=113 time=8.77 ms
64 bytes from 20.207.73.82: icmp_seq=470 ttl=113 time=8.38 ms
64 bytes from 20.207.73.82: icmp_seq=471 ttl=113 time=12.4 ms
64 bytes from 20.207.73.82: icmp_seq=472 ttl=113 time=8.28 ms
64 bytes from 20.207.73.82: icmp_seq=473 ttl=113 time=9.49 ms
64 bytes from 20.207.73.82: icmp_seq=474 ttl=113 time=8.70 ms
64 bytes from 20.207.73.82: icmp_seq=475 ttl=113 time=16.5 ms
64 bytes from 20.207.73.82: icmp_seq=476 ttl=113 time=8.65 ms
64 bytes from 20.207.73.82: icmp_seq=477 ttl=113 time=8.84 ms
64 bytes from 20.207.73.82: icmp_seq=478 ttl=113 time=11.6 ms
64 bytes from 20.207.73.82: icmp_seq=479 ttl=113 time=27.7 ms
64 bytes from 20.207.73.82: icmp_seq=480 ttl=113 time=8.31 ms
64 bytes from 20.207.73.82: icmp_seq=481 ttl=113 time=10.6 ms
64 bytes from 20.207.73.82: icmp_seq=482 ttl=113 time=10.9 ms
64 bytes from 20.207.73.82: icmp_seq=483 ttl=113 time=8.67 ms
64 bytes from 20.207.73.82: icmp_seq=484 ttl=113 time=9.98 ms
64 bytes from 20.207.73.82: icmp_seq=485 ttl=113 time=8.22 ms
64 bytes from 20.207.73.82: icmp_seq=486 ttl=113 time=9.54 ms
64 bytes from 20.207.73.82: icmp_seq=487 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=488 ttl=113 time=8.15 ms
64 bytes from 20.207.73.82: icmp_seq=489 ttl=113 time=11.1 ms
64 bytes from 20.207.73.82: icmp_seq=490 ttl=113 time=10.9 ms
64 bytes from 20.207.73.82: icmp_seq=491 ttl=113 time=43.6 ms
64 bytes from 20.207.73.82: icmp_seq=492 ttl=113 time=16.4 ms
64 bytes from 20.207.73.82: icmp_seq=493 ttl=113 time=7.88 ms
64 bytes from 20.207.73.82: icmp_seq=494 ttl=113 time=10.5 ms
64 bytes from 20.207.73.82: icmp_seq=495 ttl=113 time=8.45 ms
64 bytes from 20.207.73.82: icmp_seq=496 ttl=113 time=8.82 ms
64 bytes from 20.207.73.82: icmp_seq=497 ttl=113 time=10.8 ms
64 bytes from 20.207.73.82: icmp_seq=498 ttl=113 time=8.00 ms
64 bytes from 20.207.73.82: icmp_seq=499 ttl=113 time=23.8 ms
64 bytes from 20.207.73.82: icmp_seq=500 ttl=113 time=15.7 ms
64 bytes from 20.207.73.82: icmp_seq=501 ttl=113 time=10.1 ms
64 bytes from 20.207.73.82: icmp_seq=502 ttl=113 time=11.8 ms
64 bytes from 20.207.73.82: icmp_seq=503 ttl=113 time=15.8 ms
64 bytes from 20.207.73.82: icmp_seq=504 ttl=113 time=16.9 ms
64 bytes from 20.207.73.82: icmp_seq=505 ttl=113 time=9.46 ms
64 bytes from 20.207.73.82: icmp_seq=506 ttl=113 time=40.6 ms
64 bytes from 20.207.73.82: icmp_seq=507 ttl=113 time=8.04 ms
64 bytes from 20.207.73.82: icmp_seq=508 ttl=113 time=12.3 ms
64 bytes from 20.207.73.82: icmp_seq=509 ttl=113 time=8.45 ms
64 bytes from 20.207.73.82: icmp_seq=510 ttl=113 time=9.79 ms
64 bytes from 20.207.73.82: icmp_seq=511 ttl=113 time=33.9 ms
64 bytes from 20.207.73.82: icmp_seq=512 ttl=113 time=8.56 ms
64 bytes from 20.207.73.82: icmp_seq=513 ttl=113 time=8.06 ms
64 bytes from 20.207.73.82: icmp_seq=514 ttl=113 time=8.66 ms
64 bytes from 20.207.73.82: icmp_seq=515 ttl=113 time=8.94 ms
64 bytes from 20.207.73.82: icmp_seq=516 ttl=113 time=11.8 ms
64 bytes from 20.207.73.82: icmp_seq=518 ttl=113 time=17.9 ms
64 bytes from 20.207.73.82: icmp_seq=519 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=520 ttl=113 time=10.0 ms
64 bytes from 20.207.73.82: icmp_seq=521 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=522 ttl=113 time=9.28 ms
64 bytes from 20.207.73.82: icmp_seq=523 ttl=113 time=8.93 ms
64 bytes from 20.207.73.82: icmp_seq=524 ttl=113 time=9.09 ms
64 bytes from 20.207.73.82: icmp_seq=525 ttl=113 time=22.2 ms
64 bytes from 20.207.73.82: icmp_seq=526 ttl=113 time=13.3 ms
64 bytes from 20.207.73.82: icmp_seq=527 ttl=113 time=8.70 ms
64 bytes from 20.207.73.82: icmp_seq=529 ttl=113 time=8.35 ms
64 bytes from 20.207.73.82: icmp_seq=530 ttl=113 time=13.5 ms
64 bytes from 20.207.73.82: icmp_seq=531 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=532 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=533 ttl=113 time=9.22 ms
64 bytes from 20.207.73.82: icmp_seq=534 ttl=113 time=19.7 ms
64 bytes from 20.207.73.82: icmp_seq=535 ttl=113 time=9.28 ms
64 bytes from 20.207.73.82: icmp_seq=536 ttl=113 time=8.61 ms
64 bytes from 20.207.73.82: icmp_seq=537 ttl=113 time=8.46 ms
64 bytes from 20.207.73.82: icmp_seq=538 ttl=113 time=41.7 ms
64 bytes from 20.207.73.82: icmp_seq=539 ttl=113 time=9.03 ms
64 bytes from 20.207.73.82: icmp_seq=540 ttl=113 time=15.0 ms
64 bytes from 20.207.73.82: icmp_seq=541 ttl=113 time=9.26 ms
64 bytes from 20.207.73.82: icmp_seq=542 ttl=113 time=9.54 ms
64 bytes from 20.207.73.82: icmp_seq=543 ttl=113 time=10.5 ms
64 bytes from 20.207.73.82: icmp_seq=544 ttl=113 time=12.4 ms
64 bytes from 20.207.73.82: icmp_seq=545 ttl=113 time=12.8 ms
64 bytes from 20.207.73.82: icmp_seq=546 ttl=113 time=8.36 ms
64 bytes from 20.207.73.82: icmp_seq=547 ttl=113 time=11.1 ms
64 bytes from 20.207.73.82: icmp_seq=548 ttl=113 time=15.3 ms
64 bytes from 20.207.73.82: icmp_seq=549 ttl=113 time=8.39 ms
64 bytes from 20.207.73.82: icmp_seq=550 ttl=113 time=9.77 ms
64 bytes from 20.207.73.82: icmp_seq=551 ttl=113 time=15.5 ms
64 bytes from 20.207.73.82: icmp_seq=552 ttl=113 time=9.00 ms
64 bytes from 20.207.73.82: icmp_seq=553 ttl=113 time=12.5 ms
64 bytes from 20.207.73.82: icmp_seq=554 ttl=113 time=15.0 ms
64 bytes from 20.207.73.82: icmp_seq=555 ttl=113 time=8.13 ms
64 bytes from 20.207.73.82: icmp_seq=556 ttl=113 time=21.3 ms
64 bytes from 20.207.73.82: icmp_seq=557 ttl=113 time=25.3 ms
64 bytes from 20.207.73.82: icmp_seq=558 ttl=113 time=8.52 ms
64 bytes from 20.207.73.82: icmp_seq=559 ttl=113 time=15.4 ms
64 bytes from 20.207.73.82: icmp_seq=560 ttl=113 time=13.8 ms
64 bytes from 20.207.73.82: icmp_seq=561 ttl=113 time=8.51 ms
64 bytes from 20.207.73.82: icmp_seq=562 ttl=113 time=9.27 ms
64 bytes from 20.207.73.82: icmp_seq=563 ttl=113 time=8.21 ms
64 bytes from 20.207.73.82: icmp_seq=564 ttl=113 time=9.38 ms
64 bytes from 20.207.73.82: icmp_seq=565 ttl=113 time=19.2 ms
64 bytes from 20.207.73.82: icmp_seq=566 ttl=113 time=19.3 ms
64 bytes from 20.207.73.82: icmp_seq=567 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=568 ttl=113 time=9.26 ms
64 bytes from 20.207.73.82: icmp_seq=569 ttl=113 time=8.70 ms
64 bytes from 20.207.73.82: icmp_seq=570 ttl=113 time=12.6 ms
64 bytes from 20.207.73.82: icmp_seq=571 ttl=113 time=8.36 ms
64 bytes from 20.207.73.82: icmp_seq=572 ttl=113 time=10.7 ms
64 bytes from 20.207.73.82: icmp_seq=573 ttl=113 time=10.6 ms
64 bytes from 20.207.73.82: icmp_seq=574 ttl=113 time=9.85 ms
64 bytes from 20.207.73.82: icmp_seq=575 ttl=113 time=7.84 ms
64 bytes from 20.207.73.82: icmp_seq=576 ttl=113 time=9.99 ms
64 bytes from 20.207.73.82: icmp_seq=577 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=578 ttl=113 time=8.20 ms
64 bytes from 20.207.73.82: icmp_seq=579 ttl=113 time=8.81 ms
64 bytes from 20.207.73.82: icmp_seq=580 ttl=113 time=9.95 ms
64 bytes from 20.207.73.82: icmp_seq=581 ttl=113 time=9.66 ms
64 bytes from 20.207.73.82: icmp_seq=582 ttl=113 time=34.2 ms
64 bytes from 20.207.73.82: icmp_seq=583 ttl=113 time=9.40 ms
64 bytes from 20.207.73.82: icmp_seq=584 ttl=113 time=9.16 ms
64 bytes from 20.207.73.82: icmp_seq=585 ttl=113 time=62.0 ms
64 bytes from 20.207.73.82: icmp_seq=586 ttl=113 time=8.09 ms
64 bytes from 20.207.73.82: icmp_seq=587 ttl=113 time=8.33 ms
64 bytes from 20.207.73.82: icmp_seq=588 ttl=113 time=8.74 ms
64 bytes from 20.207.73.82: icmp_seq=589 ttl=113 time=9.21 ms
64 bytes from 20.207.73.82: icmp_seq=590 ttl=113 time=9.06 ms
64 bytes from 20.207.73.82: icmp_seq=591 ttl=113 time=9.07 ms
64 bytes from 20.207.73.82: icmp_seq=592 ttl=113 time=8.53 ms
64 bytes from 20.207.73.82: icmp_seq=593 ttl=113 time=8.27 ms
64 bytes from 20.207.73.82: icmp_seq=594 ttl=113 time=8.59 ms
64 bytes from 20.207.73.82: icmp_seq=595 ttl=113 time=8.80 ms
64 bytes from 20.207.73.82: icmp_seq=596 ttl=113 time=8.85 ms
64 bytes from 20.207.73.82: icmp_seq=597 ttl=113 time=8.68 ms
64 bytes from 20.207.73.82: icmp_seq=598 ttl=113 time=8.64 ms
64 bytes from 20.207.73.82: icmp_seq=599 ttl=113 time=9.77 ms
64 bytes from 20.207.73.82: icmp_seq=600 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=601 ttl=113 time=16.2 ms
64 bytes from 20.207.73.82: icmp_seq=602 ttl=113 time=18.3 ms
64 bytes from 20.207.73.82: icmp_seq=603 ttl=113 time=8.27 ms
64 bytes from 20.207.73.82: icmp_seq=604 ttl=113 time=9.45 ms
64 bytes from 20.207.73.82: icmp_seq=605 ttl=113 time=11.6 ms
64 bytes from 20.207.73.82: icmp_seq=606 ttl=113 time=8.72 ms
64 bytes from 20.207.73.82: icmp_seq=607 ttl=113 time=9.03 ms
64 bytes from 20.207.73.82: icmp_seq=608 ttl=113 time=8.98 ms
64 bytes from 20.207.73.82: icmp_seq=609 ttl=113 time=20.9 ms
64 bytes from 20.207.73.82: icmp_seq=610 ttl=113 time=9.62 ms
64 bytes from 20.207.73.82: icmp_seq=611 ttl=113 time=8.27 ms
64 bytes from 20.207.73.82: icmp_seq=612 ttl=113 time=8.26 ms
64 bytes from 20.207.73.82: icmp_seq=613 ttl=113 time=10.1 ms
64 bytes from 20.207.73.82: icmp_seq=614 ttl=113 time=10.3 ms
64 bytes from 20.207.73.82: icmp_seq=615 ttl=113 time=8.97 ms
64 bytes from 20.207.73.82: icmp_seq=617 ttl=113 time=58.1 ms
64 bytes from 20.207.73.82: icmp_seq=618 ttl=113 time=52.9 ms
64 bytes from 20.207.73.82: icmp_seq=619 ttl=113 time=42.5 ms
64 bytes from 20.207.73.82: icmp_seq=620 ttl=113 time=47.3 ms
64 bytes from 20.207.73.82: icmp_seq=621 ttl=113 time=84.2 ms
64 bytes from 20.207.73.82: icmp_seq=622 ttl=113 time=68.4 ms
64 bytes from 20.207.73.82: icmp_seq=623 ttl=113 time=92.6 ms
64 bytes from 20.207.73.82: icmp_seq=624 ttl=113 time=81.3 ms
64 bytes from 20.207.73.82: icmp_seq=625 ttl=113 time=105 ms
64 bytes from 20.207.73.82: icmp_seq=626 ttl=113 time=109 ms
64 bytes from 20.207.73.82: icmp_seq=627 ttl=113 time=106 ms
64 bytes from 20.207.73.82: icmp_seq=628 ttl=113 time=98.9 ms
64 bytes from 20.207.73.82: icmp_seq=629 ttl=113 time=75.6 ms
64 bytes from 20.207.73.82: icmp_seq=630 ttl=113 time=90.4 ms
64 bytes from 20.207.73.82: icmp_seq=631 ttl=113 time=56.1 ms
64 bytes from 20.207.73.82: icmp_seq=632 ttl=113 time=50.8 ms
64 bytes from 20.207.73.82: icmp_seq=633 ttl=113 time=22.3 ms
64 bytes from 20.207.73.82: icmp_seq=634 ttl=113 time=28.1 ms
64 bytes from 20.207.73.82: icmp_seq=635 ttl=113 time=26.0 ms
64 bytes from 20.207.73.82: icmp_seq=636 ttl=113 time=8.49 ms
64 bytes from 20.207.73.82: icmp_seq=637 ttl=113 time=8.40 ms
64 bytes from 20.207.73.82: icmp_seq=638 ttl=113 time=14.8 ms
64 bytes from 20.207.73.82: icmp_seq=639 ttl=113 time=8.99 ms
64 bytes from 20.207.73.82: icmp_seq=640 ttl=113 time=13.8 ms
64 bytes from 20.207.73.82: icmp_seq=641 ttl=113 time=12.7 ms
64 bytes from 20.207.73.82: icmp_seq=642 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=643 ttl=113 time=13.4 ms
64 bytes from 20.207.73.82: icmp_seq=644 ttl=113 time=8.63 ms
64 bytes from 20.207.73.82: icmp_seq=645 ttl=113 time=17.9 ms
64 bytes from 20.207.73.82: icmp_seq=646 ttl=113 time=8.16 ms
64 bytes from 20.207.73.82: icmp_seq=647 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=648 ttl=113 time=9.47 ms
64 bytes from 20.207.73.82: icmp_seq=649 ttl=113 time=16.3 ms
64 bytes from 20.207.73.82: icmp_seq=650 ttl=113 time=10.8 ms
64 bytes from 20.207.73.82: icmp_seq=651 ttl=113 time=9.02 ms
64 bytes from 20.207.73.82: icmp_seq=652 ttl=113 time=8.45 ms
64 bytes from 20.207.73.82: icmp_seq=653 ttl=113 time=8.09 ms
64 bytes from 20.207.73.82: icmp_seq=654 ttl=113 time=9.81 ms
64 bytes from 20.207.73.82: icmp_seq=655 ttl=113 time=21.6 ms
64 bytes from 20.207.73.82: icmp_seq=656 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=657 ttl=113 time=17.2 ms
64 bytes from 20.207.73.82: icmp_seq=658 ttl=113 time=8.60 ms
64 bytes from 20.207.73.82: icmp_seq=659 ttl=113 time=9.11 ms
64 bytes from 20.207.73.82: icmp_seq=660 ttl=113 time=8.31 ms
64 bytes from 20.207.73.82: icmp_seq=661 ttl=113 time=9.05 ms
64 bytes from 20.207.73.82: icmp_seq=662 ttl=113 time=8.00 ms
64 bytes from 20.207.73.82: icmp_seq=663 ttl=113 time=9.36 ms
64 bytes from 20.207.73.82: icmp_seq=664 ttl=113 time=11.1 ms
64 bytes from 20.207.73.82: icmp_seq=665 ttl=113 time=9.08 ms
64 bytes from 20.207.73.82: icmp_seq=666 ttl=113 time=8.39 ms
64 bytes from 20.207.73.82: icmp_seq=667 ttl=113 time=8.36 ms
64 bytes from 20.207.73.82: icmp_seq=668 ttl=113 time=8.62 ms
64 bytes from 20.207.73.82: icmp_seq=669 ttl=113 time=8.79 ms
64 bytes from 20.207.73.82: icmp_seq=670 ttl=113 time=8.69 ms
64 bytes from 20.207.73.82: icmp_seq=671 ttl=113 time=9.45 ms
64 bytes from 20.207.73.82: icmp_seq=672 ttl=113 time=8.85 ms
64 bytes from 20.207.73.82: icmp_seq=674 ttl=113 time=11.6 ms
64 bytes from 20.207.73.82: icmp_seq=675 ttl=113 time=9.05 ms
64 bytes from 20.207.73.82: icmp_seq=676 ttl=113 time=8.87 ms
64 bytes from 20.207.73.82: icmp_seq=677 ttl=113 time=10.4 ms
64 bytes from 20.207.73.82: icmp_seq=678 ttl=113 time=11.0 ms
64 bytes from 20.207.73.82: icmp_seq=679 ttl=113 time=8.54 ms
64 bytes from 20.207.73.82: icmp_seq=680 ttl=113 time=8.77 ms
64 bytes from 20.207.73.82: icmp_seq=681 ttl=113 time=9.18 ms
64 bytes from 20.207.73.82: icmp_seq=682 ttl=113 time=9.20 ms
64 bytes from 20.207.73.82: icmp_seq=683 ttl=113 time=8.76 ms
64 bytes from 20.207.73.82: icmp_seq=684 ttl=113 time=8.51 ms
64 bytes from 20.207.73.82: icmp_seq=685 ttl=113 time=9.30 ms
64 bytes from 20.207.73.82: icmp_seq=686 ttl=113 time=11.6 ms
64 bytes from 20.207.73.82: icmp_seq=687 ttl=113 time=8.60 ms
64 bytes from 20.207.73.82: icmp_seq=688 ttl=113 time=8.21 ms
64 bytes from 20.207.73.82: icmp_seq=689 ttl=113 time=14.6 ms
64 bytes from 20.207.73.82: icmp_seq=690 ttl=113 time=9.41 ms
64 bytes from 20.207.73.82: icmp_seq=691 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=692 ttl=113 time=8.24 ms
64 bytes from 20.207.73.82: icmp_seq=693 ttl=113 time=12.1 ms
64 bytes from 20.207.73.82: icmp_seq=694 ttl=113 time=8.46 ms
64 bytes from 20.207.73.82: icmp_seq=695 ttl=113 time=8.76 ms
64 bytes from 20.207.73.82: icmp_seq=696 ttl=113 time=10.9 ms
64 bytes from 20.207.73.82: icmp_seq=697 ttl=113 time=8.85 ms
64 bytes from 20.207.73.82: icmp_seq=698 ttl=113 time=8.77 ms
64 bytes from 20.207.73.82: icmp_seq=699 ttl=113 time=12.1 ms
64 bytes from 20.207.73.82: icmp_seq=700 ttl=113 time=24.0 ms
64 bytes from 20.207.73.82: icmp_seq=701 ttl=113 time=13.6 ms
64 bytes from 20.207.73.82: icmp_seq=702 ttl=113 time=7.74 ms
64 bytes from 20.207.73.82: icmp_seq=703 ttl=113 time=24.5 ms
64 bytes from 20.207.73.82: icmp_seq=704 ttl=113 time=24.9 ms
64 bytes from 20.207.73.82: icmp_seq=705 ttl=113 time=31.4 ms
64 bytes from 20.207.73.82: icmp_seq=706 ttl=113 time=9.32 ms
64 bytes from 20.207.73.82: icmp_seq=707 ttl=113 time=8.22 ms
64 bytes from 20.207.73.82: icmp_seq=708 ttl=113 time=10.2 ms
64 bytes from 20.207.73.82: icmp_seq=709 ttl=113 time=8.74 ms
64 bytes from 20.207.73.82: icmp_seq=710 ttl=113 time=7.94 ms
64 bytes from 20.207.73.82: icmp_seq=711 ttl=113 time=21.1 ms
64 bytes from 20.207.73.82: icmp_seq=712 ttl=113 time=14.1 ms
64 bytes from 20.207.73.82: icmp_seq=713 ttl=113 time=52.8 ms
64 bytes from 20.207.73.82: icmp_seq=714 ttl=113 time=29.3 ms
64 bytes from 20.207.73.82: icmp_seq=715 ttl=113 time=12.4 ms
64 bytes from 20.207.73.82: icmp_seq=716 ttl=113 time=18.2 ms
64 bytes from 20.207.73.82: icmp_seq=717 ttl=113 time=11.9 ms
64 bytes from 20.207.73.82: icmp_seq=718 ttl=113 time=12.3 ms
64 bytes from 20.207.73.82: icmp_seq=719 ttl=113 time=11.9 ms
64 bytes from 20.207.73.82: icmp_seq=720 ttl=113 time=18.8 ms
64 bytes from 20.207.73.82: icmp_seq=722 ttl=113 time=11.7 ms
64 bytes from 20.207.73.82: icmp_seq=723 ttl=113 time=14.8 ms
64 bytes from 20.207.73.82: icmp_seq=724 ttl=113 time=12.5 ms
64 bytes from 20.207.73.82: icmp_seq=725 ttl=113 time=9.81 ms
64 bytes from 20.207.73.82: icmp_seq=726 ttl=113 time=9.34 ms
64 bytes from 20.207.73.82: icmp_seq=727 ttl=113 time=16.8 ms
64 bytes from 20.207.73.82: icmp_seq=728 ttl=113 time=10.0 ms
64 bytes from 20.207.73.82: icmp_seq=729 ttl=113 time=49.5 ms
64 bytes from 20.207.73.82: icmp_seq=730 ttl=113 time=20.9 ms
64 bytes from 20.207.73.82: icmp_seq=731 ttl=113 time=22.9 ms
64 bytes from 20.207.73.82: icmp_seq=732 ttl=113 time=149 ms
64 bytes from 20.207.73.82: icmp_seq=733 ttl=113 time=50.0 ms
64 bytes from 20.207.73.82: icmp_seq=734 ttl=113 time=22.2 ms
64 bytes from 20.207.73.82: icmp_seq=735 ttl=113 time=15.5 ms
64 bytes from 20.207.73.82: icmp_seq=736 ttl=113 time=60.7 ms
64 bytes from 20.207.73.82: icmp_seq=737 ttl=113 time=75.3 ms
64 bytes from 20.207.73.82: icmp_seq=738 ttl=113 time=40.1 ms
64 bytes from 20.207.73.82: icmp_seq=739 ttl=113 time=38.5 ms
64 bytes from 20.207.73.82: icmp_seq=740 ttl=113 time=20.0 ms
64 bytes from 20.207.73.82: icmp_seq=741 ttl=113 time=13.1 ms
64 bytes from 20.207.73.82: icmp_seq=742 ttl=113 time=15.7 ms
64 bytes from 20.207.73.82: icmp_seq=744 ttl=113 time=10.5 ms
64 bytes from 20.207.73.82: icmp_seq=745 ttl=113 time=31.5 ms
64 bytes from 20.207.73.82: icmp_seq=746 ttl=113 time=20.2 ms
64 bytes from 20.207.73.82: icmp_seq=747 ttl=113 time=14.2 ms
64 bytes from 20.207.73.82: icmp_seq=748 ttl=113 time=8.37 ms
64 bytes from 20.207.73.82: icmp_seq=749 ttl=113 time=15.4 ms
64 bytes from 20.207.73.82: icmp_seq=750 ttl=113 time=20.1 ms
64 bytes from 20.207.73.82: icmp_seq=751 ttl=113 time=12.2 ms
64 bytes from 20.207.73.82: icmp_seq=752 ttl=113 time=32.8 ms
64 bytes from 20.207.73.82: icmp_seq=753 ttl=113 time=9.47 ms
